OpenCV version: 2.4
Usage: 7-SobelDerivatives <input-number> [<samples>]
input-number - is the video device number. Defaults to zero. E.g. for /dev/video2 just use '2' as argument.
samples - number of samples before application ends. Defaults to 1000; zero means infinite.
sample_number,elapsed_time,frame,mat_alloc,read_img,convert_color,gaussian_blur,sobel,convert_scale,sobel2,conver_scale2,add_weighted,show_img
157,3.958185,0.02516846,1.084e-06,0.009411401,0.001231665,0.00823732,0.000355082,0.002238413,0.0003825,0.002404413,0.000578915,0.000327666
158,3.983353,0.02483763,1.416e-06,0.00868682,0.00180483,0.00806907,0.000346416,0.00231408,0.000478916,0.002239413,0.000584165,0.0003125
159,4.008191,0.02460229,1.167e-06,0.008761902,0.001430665,0.008194403,0.000346166,0.002236496,0.0004925,0.002242413,0.000585749,0.000310833
160,4.032793,0.02530004,1e-06,0.009316401,0.000940249,0.008617069,0.0003835,0.002365496,0.000393582,0.002388913,0.000583916,0.000309916
161,4.058093,0.02453063,1e-06,0.008648736,0.001395331,0.00819157,0.000359416,0.002413246,0.000386666,0.00225008,0.000573749,0.000310833
162,4.082624,0.02552454,9.17e-07,0.009390151,0.001334831,0.008693986,0.000345749,0.00223833,0.00038975,0.002235746,0.000583832,0.00031125
163,4.108148,0.02443354,1.417e-06,0.008707319,0.001316081,0.008259904,0.000360666,0.002236996,0.000380916,0.00228058,0.000575665,0.000314
164,4.132582,0.02457513,1.25e-06,0.008681736,0.001473248,0.008270736,0.000346916,0.002238164,0.000393332,0.002269913,0.000574666,0.000325166
165,4.157157,0.02512479,1e-06,0.009293401,0.001249415,0.008221403,0.000342916,0.00251058,0.000381582,0.002237497,0.000586249,0.000300749
166,4.182282,0.02459221,1.084e-06,0.008766736,0.001307247,0.00817157,0.000407333,0.002419413,0.000384499,0.002239247,0.000583082,0.000311999
167,4.206874,0.02533338,1e-06,0.009434485,0.001283415,0.008457986,0.000355249,0.002231747,0.000381999,0.002273913,0.000586332,0.00032725
168,4.232207,0.02451963,1.417e-06,0.008767152,0.001289165,0.00822632,0.000346749,0.002247496,0.000392916,0.002343747,0.000592665,0.000312
169,4.256727,0.02409313,8.33e-07,0.008959986,0.000788248,0.008102487,0.000345083,0.00223808,0.000397916,0.002354413,0.000586665,0.000319416
170,4.28082,0.02500329,7.5e-07,0.009030569,0.00165958,0.008064404,0.000342999,0.00226783,0.000396166,0.002338996,0.000587499,0.0003145
171,4.305823,0.02499471,1.083e-06,0.008845153,0.001223248,0.008223486,0.000357916,0.002417996,0.0003855,0.002335829,0.000892499,0.000311999
172,4.330818,0.02529263,1e-06,0.009388651,0.001276665,0.008443486,0.00043075,0.002233663,0.000381666,0.002239329,0.000583666,0.00031375
173,4.356111,0.02516713,8.34e-07,0.009210401,0.001282082,0.008428986,0.000347666,0.002237996,0.000388833,0.002367913,0.000587332,0.000315083
174,4.381278,0.02472004,1.334e-06,0.008613152,0.001253665,0.008400986,0.000517166,0.002249163,0.000385666,0.00238908,0.000595499,0.000314332
175,4.405998,0.02510396,1.083e-06,0.009338069,0.001308747,0.008212404,0.000356083,0.002237746,0.000504249,0.002243746,0.000575749,0.000326083
176,4.431102,0.02526887,1e-06,0.008581653,0.001726247,0.008685902,0.000347333,0.002242496,0.000380833,0.002405663,0.000582582,0.000315166
